#Hvezdice z maleho a velkeho mnohouhelniku 
#Maly mnohouhelnik: pocet vrcholu = 8, polomer = 0.5
#Velky mnohouhelnik: pocet vrcholu = 24, polomer = 1

0.5	0
1	0

0.5	0
0.965926	0.258819

0.5	0
0.866025	0.5

0.5	0
0.707107	0.707107

0.5	0
0.707107	-0.707107

0.5	0
0.866025	-0.5

0.5	0
0.965926	-0.258819

0.353553	0.353553
1	0

0.353553	0.353553
0.965926	0.258819

0.353553	0.353553
0.866025	0.5

0.353553	0.353553
0.707107	0.707107

0.353553	0.353553
0.5	0.866025

0.353553	0.353553
0.258819	0.965926

0.353553	0.353553
6.12323e-17	1

3.06162e-17	0.5
0.707107	0.707107

3.06162e-17	0.5
0.5	0.866025

3.06162e-17	0.5
0.258819	0.965926

3.06162e-17	0.5
6.12323e-17	1

3.06162e-17	0.5
-0.258819	0.965926

3.06162e-17	0.5
-0.5	0.866025

3.06162e-17	0.5
-0.707107	0.707107

-0.353553	0.353553
6.12323e-17	1

-0.353553	0.353553
-0.258819	0.965926

-0.353553	0.353553
-0.5	0.866025

-0.353553	0.353553
-0.707107	0.707107

-0.353553	0.353553
-0.866025	0.5

-0.353553	0.353553
-0.965926	0.258819

-0.353553	0.353553
-1	1.22465e-16

-0.5	6.12323e-17
-0.707107	0.707107

-0.5	6.12323e-17
-0.866025	0.5

-0.5	6.12323e-17
-0.965926	0.258819

-0.5	6.12323e-17
-1	1.22465e-16

-0.5	6.12323e-17
-0.965926	-0.258819

-0.5	6.12323e-17
-0.866025	-0.5

-0.5	6.12323e-17
-0.707107	-0.707107

-0.353553	-0.353553
-1	1.22465e-16

-0.353553	-0.353553
-0.965926	-0.258819

-0.353553	-0.353553
-0.866025	-0.5

-0.353553	-0.353553
-0.707107	-0.707107

-0.353553	-0.353553
-0.5	-0.866025

-0.353553	-0.353553
-0.258819	-0.965926

-0.353553	-0.353553
-1.83697e-16	-1

-9.18485e-17	-0.5
-0.707107	-0.707107

-9.18485e-17	-0.5
-0.5	-0.866025

-9.18485e-17	-0.5
-0.258819	-0.965926

-9.18485e-17	-0.5
-1.83697e-16	-1

-9.18485e-17	-0.5
0.258819	-0.965926

-9.18485e-17	-0.5
0.5	-0.866025

-9.18485e-17	-0.5
0.707107	-0.707107

0.353553	-0.353553
1	0

0.353553	-0.353553
-1.83697e-16	-1

0.353553	-0.353553
0.258819	-0.965926

0.353553	-0.353553
0.5	-0.866025

0.353553	-0.353553
0.707107	-0.707107

0.353553	-0.353553
0.866025	-0.5

0.353553	-0.353553
0.965926	-0.258819
